project_id_prefix,sub_category_zh,sub_category_en,major_code,onet_code
TRA-0108,直升机飞行员,Helicopter Pilot,TRA,53-2012.00
TRA-0109,航空地勤,Airport Ground Crew,TRA,53-2031.00
TRA-0110,机务人员,Aircraft Mechanic,TRA,49-3011.00
TRA-0111,航空货运代理,Air Cargo Agent,TRA,43-5011.01
TRA-0112,航空安全检查员,Aviation Safety Inspector,TRA,53-6051.07
TRA-0113,飞行教官(民航),Certified Flight Instructor,TRA,25-3021.00
TRA-0201,船长,Ship Captain / Master Mariner,TRA,53-5021.00
TRA-0202,大副/二副,Chief/Second Officer (Mate),TRA,53-5021.00
TRA-0203,轮机长,Chief Engineer (Marine),TRA,53-5031.00
TRA-0204,普通海员,Able Seaman,TRA,53-5011.00
TRA-0205,港口管理人员,Port Manager,TRA,11-3071.01
TRA-0206,引航员,Marine Pilot / Harbor Pilot,TRA,53-5021.02
TRA-0207,船舶检验师,Marine Surveyor,TRA,53-5021.00
TRA-0208,邮轮乘务员,Cruise Ship Crew,TRA,53-2031.00
TRA-0209,船舶调度员,Vessel Traffic Controller,TRA,53-5021.02
TRA-0210,海洋救助员,Maritime Search & Rescue Worker,TRA,33-2011.00
TRA-0211,船舶代理人,Ship Broker / Shipping Agent,TRA,43-5011.01
TRA-0301,列车司机,Train Driver / Locomotive Engineer,TRA,53-4011.00
TRA-0302,铁路调度员,Railway Dispatcher,TRA,43-5032.00
TRA-0303,铁路维护工程师,Railway Maintenance Engineer,TRA,49-9097.00
TRA-0304,高铁技术工程师,High-Speed Rail Engineer,TRA,17-2141.00
TRA-0305,列车长/车务员,Train Conductor,TRA,53-4031.00
TRA-0306,地铁运营员,Metro Operations Staff,TRA,53-4011.00
TRA-0307,信号工程师(铁路),Railway Signal Engineer,TRA,17-2071.00
TRA-0308,铁路客运服务员,Railway Passenger Service Agent,TRA,43-4181.00
TRA-0309,轨道车辆工程师,Rolling Stock Engineer,TRA,17-2141.00
TRA-0401,长途卡车司机,Long-haul Truck Driver,TRA,53-3032.00
TRA-0402,公交车司机,Bus Driver,TRA,53-3052.00
TRA-0403,出租车司机,Taxi Driver,TRA,53-3054.00
TRA-0404,驾校教练,Driving Instructor,TRA,25-3021.00
TRA-0405,特种车辆驾驶员,Specialized Vehicle Driver,TRA,53-3032.00
TRA-0406,道路救援员,Roadside Assistance Technician,TRA,49-3023.00
TRA-0407,摩托车信使,Motorcycle Courier,TRA,53-3054.00
TRA-0408,校车司机,School Bus Driver,TRA,53-3051.00
TRA-0409,拖车司机/重型运输司机,Tow Truck / Heavy Hauler Driver,TRA,53-3032.00
TRA-0410,搬家工人,Moving Company Worker / Mover,TRA,53-7062.00
TRA-0501,仓储经理,Warehouse Manager,TRA,11-3071.02
TRA-0502,物流经理,Logistics Manager,TRA,11-3071.01
TRA-0503,报关员,Customs Broker,TRA,13-1041.06
TRA-0504,货运代理人,Freight Forwarder,TRA,43-5011.01
TRA-0505,仓库管理员,Warehouse Operative / Stocker,TRA,53-7065.00
TRA-0506,物流分析师,Logistics Analyst,TRA,13-1081.01
TRA-0507,跨境电商物流专员,Cross-border E-commerce Logistics Specialist,TRA,43-5011.01
TRA-0508,叉车操作员,Forklift Operator,TRA,53-7051.00
TRA-0509,冷链物流专员,Cold Chain Logistics Specialist,TRA,11-3071.02
TRA-0510,物流自动化工程师,Logistics Automation Engineer,TRA,17-2112.00
TRA-0511,危险品运输管理员,Hazardous Materials Transport Manager,TRA,53-1044.00
TRA-0601,快递员,Courier / Delivery Driver,TRA,53-7065.00
TRA-0602,外卖骑手,Food Delivery Rider,TRA,53-7065.00
TRA-0603,同城配送员,Same-City Express Courier,TRA,53-7065.00
TRA-0604,快递站长,Delivery Station Manager,TRA,11-3071.02
TRA-0605,达巴瓦拉(印度送餐人),Dabbawala (Mumbai Lunchbox Deliverer),TRA,
TRA-0606,包裹柜运维员,Parcel Locker Technician,TRA,49-9071.00
TRA-0701,交通规划师,Transportation Planner,TRA,19-3051.00
TRA-0702,交通工程师,Traffic Engineer,TRA,17-2051.00
TRA-0703,停车场管理员,Parking Manager / Attendant,TRA,53-6021.00
TRA-0704,共享出行运营经理,Shared Mobility Operations Manager,TRA,11-3071.01
TRA-0705,自动驾驶安全员,Autonomous Vehicle Safety Operator,TRA,53-3054.00
TRA-0706,交通信号技术员,Traffic Signal Technician,TRA,49-2098.00
TRA-0801,管道运行工,Pipeline Operator,TRA,53-7072.00
TRA-0802,管道检测技师,Pipeline Inspection Technician,TRA,53-7072.00
TRA-0803,管道调度员,Pipeline Dispatcher,TRA,43-5032.00
TRA-0901,商业航天飞行员,Commercial Space Pilot,TRA,53-2011.00
TRA-0902,航天任务控制员,Mission Control Specialist,TRA,53-2021.00
TRA-0903,太空旅游顾问,Space Tourism Consultant,TRA,41-3041.00
SKL-0101,电工,Electrician,SKL,47-2111.00
SKL-0102,电梯维修技师,Elevator Repair Technician,SKL,47-4021.00
SKL-0103,电力线路工人,Power Line Worker / Lineman,SKL,49-9051.00
SKL-0104,工业电气技师,Industrial Electrician,SKL,47-2111.00
SKL-0105,太阳能电池板安装工,Solar Panel Installer,SKL,47-2231.00
SKL-0106,防雷工程师,Lightning Protection Technician,SKL,47-2111.00
SKL-0107,弱电工程师,Low-Voltage Systems Technician,SKL,49-2022.00
SKL-0108,电动车充电桩安装技师,EV Charging Station Installer,SKL,47-2111.00
SKL-0109,通信线路技师,Telecommunications Line Technician,SKL,49-9052.00
SKL-0110,家电维修技师,Appliance Repair Technician,SKL,49-9031.00
SKL-0111,安防监控安装技师,Security & CCTV Installation Technician,SKL,49-2098.00
SKL-0201,水管工,Plumber,SKL,47-2152.00
SKL-0202,暖通空调技师,HVAC Technician,SKL,49-9021.00
SKL-0203,制冷技师,Refrigeration Technician,SKL,49-9021.00
SKL-0204,管道安装工,Pipefitter,SKL,47-2152.02
SKL-0205,锅炉技师,Boiler Technician,SKL,51-8021.00
SKL-0206,燃气安装维修工,Gas Fitter,SKL,47-2152.00
SKL-0207,洒水/消防系统安装工,Sprinkler Fitter / Fire Suppression Installer,SKL,47-2152.03
SKL-0208,管道清洗工,Drain Technician / Sewer Cleaner,SKL,47-2152.00
SKL-0301,电弧焊工,Arc Welder,SKL,51-4121.00
SKL-0302,TIG焊工,TIG Welder,SKL,51-4121.00
SKL-0303,水下焊工,Underwater Welder,SKL,51-4121.00
SKL-0304,焊接检验员,Welding Inspector,SKL,51-4121.00
SKL-0305,管道焊工,Pipe Welder,SKL,51-4121.00
SKL-0306,机器人焊接技师,Robotic Welding Technician,SKL,51-4121.00
SKL-0307,MIG焊工,MIG Welder,SKL,51-4121.00
SKL-0308,铝焊工,Aluminum Welder,SKL,51-4121.00
SKL-0401,CNC操作员,CNC Machine Operator,SKL,51-4011.00
SKL-0402,车工,Lathe Operator / Turner,SKL,51-4034.00
SKL-0403,铣工,Milling Machine Operator,SKL,51-4035.00
SKL-0404,模具制造技师,Tool & Die Maker,SKL,51-4111.00
SKL-0405,磨床操作员,Grinder Operator,SKL,51-4033.00
SKL-0406,钣金工,Sheet Metal Worker,SKL,47-2211.00
SKL-0407,CNC编程员,CNC Programmer,SKL,51-4012.00
SKL-0408,精密加工技师,Precision Machinist,SKL,51-4041.00
SKL-0409,3D打印技术员,3D Printing Technician / Additive Manufacturing,SKL,51-4041.00
SKL-0410,电火花加工技师,EDM (Electrical Discharge Machining) Technician,SKL,51-4041.00
SKL-0411,数控磨床操作员,CNC Grinding Operator,SKL,51-4033.00
SKL-0501,汽车维修技师,Automotive Mechanic / Technician,SKL,49-3023.00
SKL-0502,汽车钣金工,Auto Body Repairer,SKL,49-3021.00
SKL-0503,汽车喷漆工,Automotive Painter,SKL,51-9124.00
SKL-0504,新能源汽车维修技师,EV Repair Technician,SKL,49-3023.00
SKL-0505,汽车诊断技师,Automotive Diagnostic Technician,SKL,49-3023.00
SKL-0506,摩托车维修技师,Motorcycle Mechanic,SKL,49-3052.00
SKL-0507,轮胎技师,Tire Technician,SKL,49-3093.00
SKL-0508,汽车空调维修技师,Automotive AC Technician,SKL,49-3023.00
SKL-0509,柴油机技师,Diesel Mechanic,SKL,49-3031.00
SKL-0510,汽车改装技师,Automotive Customization Technician,SKL,49-3023.00
SKL-0511,汽车贴膜/改色技师,Vehicle Wrap / Tinting Technician,SKL,49-3023.00
SKL-0601,砌筑工,Bricklayer / Mason,SKL,47-2021.00
SKL-0602,抹灰工,Plasterer,SKL,47-2161.00
SKL-0603,防水工,Waterproofing Worker,SKL,47-2141.00
SKL-0604,钢筋工,Rebar Worker / Ironworker,SKL,47-2171.00
SKL-0605,混凝土工,Concrete Finisher,SKL,47-2051.00
SKL-0606,脚手架工,Scaffolder,SKL,47-2225.00
SKL-0607,吊车操作员,Crane Operator,SKL,53-7021.00
SKL-0608,挖掘机操作员,Excavator Operator,SKL,47-2073.00
SKL-0609,瓦工/贴砖工,Tile Setter,SKL,47-2044.00
SKL-0610,油漆工,Painter (Construction),SKL,47-2141.00
SKL-0611,屋顶工,Roofer,SKL,47-2181.00
SKL-0612,玻璃安装工,Glazier,SKL,47-2121.00
SKL-0613,地板安装工,Floor Layer / Installer,SKL,47-2042.00
SKL-0614,石材工,Stone Mason,SKL,47-2022.00
SKL-0615,桩基工,Pile Driver Operator,SKL,47-2072.00
SKL-0616,绝缘工,Insulation Worker,SKL,47-2131.00
SKL-0617,木模工,Formwork Carpenter / Shuttering Joiner,SKL,47-2031.00
SKL-0701,木工/细木工,Carpenter / Joiner,SKL,47-2031.00
SKL-0702,裁缝,Tailor / Dressmaker,SKL,51-6052.00
SKL-0703,陶艺师,Potter / Ceramicist,SKL,51-9195.04
SKL-0704,制表师/钟表匠,Watchmaker / Horologist,SKL,49-9064.00
SKL-0705,珠宝工匠,Jewelry Craftsman / Goldsmith,SKL,51-9071.00
SKL-0706,铁匠/锻工,Blacksmith,SKL,51-4022.00
SKL-0707,玻璃工匠,Glassblower / Glass Artisan,SKL,51-9195.00
SKL-0708,皮革工匠,Leather Worker / Saddler,SKL,51-6041.00
SKL-0709,编织工艺师,Weaver / Textile Artisan,SKL,51-6063.00
SKL-0710,猎鹰训练师,Falconer,SKL,
SKL-0711,烟斗工匠,Pipe Maker,SKL,51-9199.00
SKL-0712,乐器制作师,Musical Instrument Maker / Luthier,SKL,51-9071.06
SKL-0713,书籍装帧师,Bookbinder,SKL,51-5113.00
SKL-0714,雕刻师,Engraver / Carver,SKL,51-9194.00
SKL-0715,鞋匠/制鞋师,Cobbler / Shoemaker,SKL,51-6041.00
SKL-0716,酿酒师(手工啤酒),Craft Brewer,SKL,51-3092.00
SKL-0801,美发师,Hairdresser / Barber,SKL,39-5012.00
SKL-0802,美容师,Beautician / Esthetician,SKL,39-5094.00
SKL-0803,纹身师,Tattoo Artist,SKL,39-5091.00
SKL-0804,化妆师,Makeup Artist,SKL,39-5091.00
SKL-0805,美甲师,Nail Technician / Manicurist,SKL,39-5092.00
SKL-0806,美睫师,Eyelash Extension Technician,SKL,39-5094.00
SKL-0807,假发制作师,Wig Maker,SKL,39-5012.00
SKL-0901,推土机操作员,Bulldozer Operator,SKL,47-2073.00
SKL-0902,混凝土搅拌车司机,Concrete Mixer Truck Driver,SKL,53-3032.00
SKL-0903,装载机操作员,Loader Operator,SKL,53-7032.00
SKL-0904,压路机操作员,Road Roller Operator,SKL,47-2073.00
SKL-0905,打桩机操作员,Pile Driver / Piling Rig Operator,SKL,47-2072.00
SKL-0906,高空作业车操作员,Aerial Work Platform Operator,SKL,53-7021.00
SKL-0907,矿用卡车司机,Mining Haul Truck Driver,SKL,53-7032.00
SKL-0908,隧道掘进机操作员,Tunnel Boring Machine (TBM) Operator,SKL,47-5041.00
SKL-1001,工业机械维修工,Industrial Machinery Mechanic,SKL,49-9041.00
SKL-1002,液压系统维修工,Hydraulic Systems Technician,SKL,49-9041.00
SKL-1003,仪表维修技师,Instrument Maintenance Technician,SKL,49-9062.00
SKL-1004,印刷机操作员,Printing Press Operator,SKL,51-5112.00
SKL-1005,锁匠,Locksmith,SKL,49-9094.00
SKL-1006,自动售货机维修工,Vending Machine Technician,SKL,49-9091.00
SKL-1007,电池回收技术员,Battery Recycling Technician,SKL,51-9199.00
SVC-0101,中餐厨师,Chinese Cuisine Chef,SVC,35-1011.00
SVC-0102,西餐厨师,Western Cuisine Chef,SVC,35-1011.00
SVC-0103,西点烘焙师,Pastry Chef / Baker,SVC,51-3011.00
SVC-0104,调酒师,Bartender / Mixologist,SVC,35-3011.00
SVC-0105,侍酒师,Sommelier,SVC,35-3031.00
SVC-0106,餐厅经理,Restaurant Manager,SVC,11-9051.00
SVC-0107,食品安全检查员,Food Safety Inspector,SVC,45-2011.00
SVC-0108,食品研发工程师,Food Product Developer,SVC,19-1012.00
SVC-0109,日料寿司师傅,Sushi Chef / Itamae,SVC,35-1011.00
SVC-0110,咖啡师,Barista,SVC,35-3023.01
SVC-0111,服务员,Waiter / Waitress,SVC,35-3031.00
SVC-0112,行政总厨,Executive Chef,SVC,35-1011.00
SVC-0113,屠宰师/肉类切割师,Butcher / Meat Cutter,SVC,51-3021.00
SVC-0114,巧克力师,Chocolatier,SVC,51-3092.00
SVC-0115,茶艺师,Tea Ceremony Master / Tea Specialist,SVC,
SVC-0116,食品卫生管理员,Food Hygiene Manager,SVC,29-9011.00
SVC-0117,面包师,Bread Baker / Boulanger,SVC,51-3011.00
SVC-0118,甜品师,Dessert Chef / Pâtissier,SVC,51-3011.00
SVC-0119,餐饮连锁运营经理,Restaurant Chain Operations Manager,SVC,11-9051.00
SVC-0120,美食评论家/美食博主,Food Critic / Food Blogger,SVC,27-3043.00
SVC-0121,中央厨房经理,Central Kitchen / Commissary Manager,SVC,11-9051.00
SVC-0201,酒店总经理,Hotel General Manager,SVC,11-9081.00
SVC-0202,前台接待员,Hotel Front Desk Receptionist,SVC,43-4081.00
SVC-0203,导游,Tour Guide,SVC,39-7012.00
SVC-0204,旅行社计调,Travel Agency Operations Planner,SVC,41-3041.00
SVC-0205,OTA运营经理,Online Travel Agency (OTA) Operations Manager,SVC,11-9081.00
SVC-0206,礼宾部经理,Concierge Manager,SVC,39-6012.00
SVC-0207,客房管理主管,Housekeeping Manager,SVC,37-1011.00
SVC-0208,度假村经理,Resort Manager,SVC,11-9081.00
SVC-0209,邮轮经理,Cruise Director,SVC,11-9081.00
SVC-0210,旅游规划师,Tourism Planner / Destination Manager,SVC,19-3051.00
SVC-0211,民宿经营者,B&B / Guesthouse Operator,SVC,11-9081.00
SVC-0212,旅游顾问,Travel Consultant,SVC,41-3041.00
SVC-0213,赌场酒店经理,Casino/Resort Hotel Manager,SVC,11-9081.00
SVC-0214,主题公园运营经理,Theme Park Operations Manager,SVC,11-9071.00
SVC-0215,生态旅游导游,Ecotourism Guide,SVC,39-7012.00
SVC-0216,酒店收益管理师,Hotel Revenue Manager,SVC,11-9081.00
SVC-0301,零售店员/销售助理,Retail Sales Associate,SVC,41-2031.00
SVC-0302,店长,Store Manager,SVC,41-1011.00
SVC-0303,买手,Retail Buyer / Merchandiser,SVC,13-1022.00
SVC-0304,电商运营专员,E-commerce Operations Specialist,SVC,11-2021.00
SVC-0305,视觉陈列设计师,Visual Merchandiser,SVC,27-1026.00
SVC-0306,收银员,Cashier,SVC,41-2011.00
SVC-0307,奢侈品销售顾问,Luxury Retail Sales Advisor,SVC,41-2031.00
SVC-0308,加油站员工,Gas Station Attendant,SVC,53-6031.00
SVC-0309,仓储会员店运营,Warehouse Club Operations Staff,SVC,41-1011.00
SVC-0310,直播电商运营,Livestream E-commerce Operator,SVC,
SVC-0311,超市部门经理,Supermarket Department Manager,SVC,41-1011.00
SVC-0312,药房零售店员,Pharmacy Retail Assistant,SVC,29-2052.00
SVC-0313,二手店/古着店经营者,Secondhand / Vintage Shop Owner,SVC,41-1011.00
SVC-0314,花店经营者,Florist / Flower Shop Owner,SVC,27-1023.00
SVC-0401,美容顾问,Beauty Consultant / Advisor,SVC,39-5094.00
SVC-0402,SPA技师/水疗师,Spa Therapist,SVC,39-9032.00
SVC-0403,注册营养师,Registered Dietitian,SVC,29-1031.00
SVC-0404,健身教练,Fitness Trainer / Personal Trainer,SVC,39-9031.00
SVC-0405,瑜伽教练,Yoga Instructor,SVC,39-9031.00
SVC-0406,普拉提教练,Pilates Instructor,SVC,39-9031.00
SVC-0407,按摩治疗师,Massage Therapist,SVC,31-9011.00
SVC-0408,皮肤管理师,Skin Care Specialist,SVC,39-5094.00
SVC-0409,体重管理顾问,Weight Management Consultant,SVC,29-1031.00
SVC-0410,游泳教练,Swimming Coach / Instructor,SVC,39-9031.00
SVC-0411,芳香治疗师,Aromatherapist,SVC,39-9032.00
SVC-0412,足疗师/反射疗法师,Reflexologist / Foot Massage Therapist,SVC,31-9011.00
SVC-0413,康体私教(功能训练),Functional Training Coach,SVC,39-9031.00
SVC-0501,保姆/家政服务员,Domestic Helper / Housekeeper,SVC,39-9011.00
SVC-0502,月嫂/产后护理师,Maternity Nurse / Postpartum Doula,SVC,31-1131.00
SVC-0503,育儿嫂,Childcare Nanny,SVC,39-9011.00
SVC-0504,家庭教师,Home Tutor,SVC,25-3098.00
SVC-0505,老年护理员,Elderly Care Worker,SVC,31-1122.00
SVC-0506,残障护理员,Disability Support Worker,SVC,31-1122.00
SVC-0507,陪诊员,Medical Appointment Companion,SVC,
SVC-0508,宠物护理员/宠物美容师,Pet Groomer / Pet Care Worker,SVC,39-2021.00
SVC-0509,宠物训练师,Pet/Dog Trainer,SVC,39-2011.00
SVC-0510,家庭收纳师,Professional Home Organizer,SVC,
SVC-0511,管家(私人/豪宅),Butler / Estate Manager,SVC,39-9011.00
SVC-0512,临终关怀护理员,Hospice Care Worker,SVC,31-1122.00
SVC-0513,私人厨师,Private Chef,SVC,35-1011.00
SVC-0514,家庭护理协调员,Home Care Coordinator,SVC,31-1121.00
SVC-0601,网约车司机,Ride-hailing Driver (Uber/Didi/etc.),SVC,53-3054.00
SVC-0602,跑腿代办,Errand Runner / Task-based Worker,SVC,53-7065.00
SVC-0603,自由职业者平台接单,Freelancer (Fiverr/Upwork/etc.),SVC,15-1252.00
SVC-0604,任务众包工人,Task-based Gig Worker (TaskRabbit/etc.),SVC,53-7065.00
SVC-0605,M-Pesa代理人,M-Pesa Agent,SVC,
SVC-0606,共享单车运维员,Bike-sharing Maintenance Worker,SVC,49-3091.00
SVC-0607,代购/个人购物者,Personal Shopper / Daigou Agent,SVC,41-2031.00
SVC-0608,在线虚拟助理,Virtual Assistant (Online),SVC,43-6014.00
SVC-0609,民宿清洁服务者,Airbnb / Vacation Rental Cleaner,SVC,37-2012.00
SVC-0701,殡葬师/殡仪馆主任,Funeral Director / Mortician,SVC,39-4031.00
SVC-0702,遗体化妆师,Embalmer / Mortuary Cosmetician,SVC,39-4011.00
SVC-0703,公墓管理员,Cemetery Manager,SVC,39-4031.00
SVC-0704,哀伤辅导师,Grief Counselor,SVC,21-1013.00
SVC-0801,性工作者(合法地区),Licensed Sex Worker (Legal Jurisdictions),SVC,
SVC-0802,博彩从业者/荷官,Casino Dealer / Gaming Worker,SVC,39-3011.00
SVC-0803,大麻产业工人(合法地区),Cannabis Industry Worker (Legal Jurisdictions),SVC,
SVC-0804,彩票销售员,Lottery Sales Agent,SVC,41-2031.00
SVC-0805,烟草专卖员(合法地区),Tobacco Retail Specialist,SVC,41-2031.00
SVC-0901,保洁员,Janitor / Cleaner,SVC,37-2011.00
SVC-0902,物业维修工,Building Maintenance Worker,SVC,49-9071.00
SVC-0903,园艺师/园丁,Gardener / Landscaper,SVC,37-3011.00
SVC-0904,害虫防治员,Pest Control Technician,SVC,37-2021.00
SVC-0905,高空清洁工(蜘蛛人),High-rise Window Cleaner,SVC,37-2011.00
SVC-0906,泳池维护技师,Pool Maintenance Technician,SVC,37-2011.00
SVC-0907,洗衣/干洗师,Laundry / Dry Cleaning Worker,SVC,51-6011.00
SVC-0908,电梯操作员,Elevator Operator,SVC,53-6011.00
SVC-0909,停车管理员,Parking Lot Attendant,SVC,53-6021.00
SVC-0910,地毯清洁工,Carpet Cleaner,SVC,37-2012.00
SVC-0911,工业清洁工(高压清洗等),Industrial Cleaner / Pressure Washer,SVC,37-2011.00
SVC-1001,保安,Security Guard,SVC,33-9032.00
SVC-1002,私人保镖,Personal Bodyguard,SVC,33-9032.00
SVC-1003,安检员,Security Screener,SVC,33-9093.00
SVC-1004,私家侦探,Private Investigator,SVC,33-9021.00
SVC-1005,安防系统技术员,Security System Technician,SVC,49-2098.00
SVC-1101,客服专员/呼叫中心坐席,Customer Service Representative / Call Center Agent,SVC,43-4051.00
SVC-1102,客服经理,Customer Service Manager,SVC,11-9199.00
SVC-1103,投诉处理专员,Complaints Handler,SVC,43-4051.00
SVC-1104,技术支持专员,Technical Support Specialist,SVC,15-1232.00
SVC-1105,在线客服(聊天),Online Chat Support Agent,SVC,43-4051.00
SVC-1201,行政助理/秘书,Administrative Assistant / Secretary,SVC,43-6014.00
SVC-1202,前台接待员(企业),Corporate Receptionist,SVC,43-4171.00
SVC-1203,办公室经理,Office Manager,SVC,11-3012.00
SVC-1204,会议/日程协调员,Meeting / Schedule Coordinator,SVC,43-6014.00
SVC-1205,速记员/文字录入员,Stenographer / Data Entry Clerk,SVC,43-9021.00
SVC-1301,婚礼策划师,Wedding Planner,SVC,13-1121.00
SVC-1302,司仪/婚礼主持人,Wedding Officiant / MC,SVC,27-2011.00
SVC-1303,婚纱礼服顾问,Bridal Gown Consultant,SVC,41-2031.00
SVC-1304,婚礼花艺师,Wedding Florist,SVC,27-1023.00
SVC-1305,活动安保经理,Event Security Manager,SVC,33-9032.00
SVC-1401,密室逃脱设计师,Escape Room Designer,SVC,27-1027.00
SVC-1402,游乐园操作员,Amusement Park Ride Operator,SVC,39-3091.00
SVC-1403,保龄球馆/台球厅经理,Bowling Alley / Billiards Hall Manager,SVC,11-9071.00
SVC-1404,高尔夫球场管理员,Golf Course Superintendent,SVC,11-9071.00
SVC-1405,KTV/歌厅经理,Karaoke Venue Manager,SVC,11-9071.00
SVC-1406,潜水教练,Scuba Diving Instructor,SVC,39-9031.00
SVC-1407,滑雪教练,Ski Instructor,SVC,39-9031.00
SVC-1408,马术教练,Equestrian Coach / Riding Instructor,SVC,39-9031.00
SVC-1409,攀岩教练,Rock Climbing Instructor,SVC,39-9031.00
SVC-1410,射击教练,Shooting / Firearms Instructor,SVC,39-9031.00
SVC-1411,蹦极/跳伞教练,Bungee Jumping / Skydiving Instructor,SVC,39-9031.00
SVC-1412,电子竞技赛事运营,Esports Event Organizer,SVC,13-1121.00
SVC-1413,赛车机械师,Motorsport Mechanic,SVC,49-3023.00
SVC-1414,宠物酒店经理,Pet Hotel / Boarding Manager,SVC,11-9071.00
AGR-0101,粮食作物种植者,Grain Farmer,AGR,45-2091.00
AGR-0102,果蔬种植者,Fruit & Vegetable Grower,AGR,45-2092.02
AGR-0103,茶叶种植与加工师,Tea Farmer / Tea Processing Specialist,AGR,45-2092.02
AGR-0104,花卉种植师,Floriculturist / Flower Grower,AGR,45-2092.01
AGR-0105,有机农业技术员,Organic Farming Technician,AGR,45-2091.00
AGR-0106,精准农业技术员,Precision Agriculture Technician,AGR,45-2091.00
AGR-0107,农学家/农艺师,Agronomist,AGR,19-1011.00
AGR-0108,葡萄酒酿造师,Winemaker / Viticulturist,AGR,45-2092.02
AGR-0109,种子研究员,Seed Researcher / Plant Breeder,AGR,19-1013.00
AGR-0110,灌溉专员,Irrigation Specialist,AGR,45-2091.00
AGR-0111,烟草种植者,Tobacco Farmer,AGR,45-2091.00
AGR-0112,咖啡种植者,Coffee Farmer,AGR,45-2092.02
AGR-0113,蘑菇种植者,Mushroom Farmer,AGR,45-2092.02
AGR-0114,农业无人机操作员,Agricultural Drone Operator,AGR,45-2091.00
AGR-0201,畜牧养殖者,Livestock Farmer / Rancher,AGR,45-2093.00
AGR-0202,兽医,Veterinarian,AGR,29-1131.00
AGR-0203,乳业技术员,Dairy Technician,AGR,45-2093.00
AGR-0204,家禽养殖者,Poultry Farmer,AGR,45-2093.00
AGR-0205,畜牧育种师,Animal Breeder,AGR,45-2021.00
AGR-0206,兽医助理/兽医技师,Veterinary Technician,AGR,29-2056.00
AGR-0207,动物营养师,Animal Nutritionist,AGR,19-1011.00
AGR-0208,养蜂人,Beekeeper / Apiarist,AGR,45-2093.00
AGR-0209,牧场经理,Ranch Manager,AGR,11-9013.00
AGR-0210,蚕丝养殖者,Sericulturist / Silkworm Farmer,AGR,45-2093.00
AGR-0301,远洋渔民,Deep-sea Fisherman,AGR,45-3011.00
AGR-0302,淡水渔业养殖者,Freshwater Fish Farmer,AGR,45-3031.00
AGR-0303,水产养殖技术员,Aquaculture Technician,AGR,45-3031.00
AGR-0304,水产品加工技师,Seafood Processing Technician,AGR,51-3022.00
AGR-0305,海洋生物学家,Marine Biologist,AGR,19-1023.00
AGR-0306,珍珠养殖者,Pearl Farmer / Oyster Culturist,AGR,45-3031.00
AGR-0307,渔业检查员,Fisheries Inspector,AGR,45-3011.00
AGR-0401,露天矿工,Open-pit Miner,AGR,47-5041.00
AGR-0402,井下矿工,Underground Miner,AGR,47-5041.00
AGR-0403,矿业工程师,Mining Engineer,AGR,17-2151.00
AGR-0404,地质学家/探矿师,Geologist / Exploration Geologist,AGR,19-2042.00
AGR-0405,爆破技师,Blaster / Explosives Technician,AGR,47-5031.00
AGR-0406,矿山安全工程师,Mine Safety Engineer,AGR,17-2111.02
AGR-0407,FIFO矿工(飞进飞出矿工),FIFO Miner (Fly-In Fly-Out),AGR,47-5041.00
AGR-0408,手工采矿工人,Artisanal / Small-scale Miner,AGR,47-5041.00
AGR-0501,石油工程师,Petroleum Engineer,AGR,17-2171.00
AGR-0502,钻井工程师,Drilling Engineer,AGR,17-2171.00
AGR-0503,管道工程师(油气),Pipeline Engineer,AGR,17-2171.00
AGR-0504,炼化工程师,Refinery Process Engineer,AGR,17-2041.00
AGR-0505,油田技术员,Oilfield Technician,AGR,47-5013.00
AGR-0506,油气勘探地球物理师,Geophysicist (Oil & Gas Exploration),AGR,19-2042.00
AGR-0507,天然气处理技师,Natural Gas Processing Technician,AGR,51-8093.00
AGR-0508,LNG工程师,LNG (Liquefied Natural Gas) Engineer,AGR,17-2171.00
AGR-0509,海上石油平台工人,Offshore Oil Platform Worker,AGR,47-5013.00
AGR-0601,太阳能工程师,Solar Energy Engineer,AGR,17-2199.11
AGR-0602,风电工程师,Wind Energy Engineer,AGR,17-2199.11
AGR-0603,储能系统工程师,Energy Storage Engineer,AGR,17-2199.11
AGR-0604,氢能工程师,Hydrogen Energy Engineer,AGR,17-2199.11
AGR-0605,风电场运维技术员,Wind Turbine Technician,AGR,49-9081.00
AGR-0606,碳交易分析师,Carbon Trading Analyst,AGR,13-2051.00
AGR-0607,新能源项目开发经理,Renewable Energy Project Developer,AGR,11-9199.00
AGR-0608,生物质能工程师,Biomass Energy Engineer,AGR,17-2199.11
AGR-0609,地热工程师,Geothermal Engineer,AGR,17-2199.11
AGR-0701,环境工程师,Environmental Engineer,AGR,17-2081.00
AGR-0702,污水处理工程师,Wastewater Treatment Engineer,AGR,17-2081.00
AGR-0703,废物管理专员,Waste Management Specialist,AGR,17-2081.00
AGR-0704,环境影响评价师,Environmental Impact Assessor,AGR,19-2041.00
AGR-0705,环境科学家,Environmental Scientist,AGR,19-2041.00
AGR-0706,空气质量分析师,Air Quality Analyst,AGR,19-2041.01
AGR-0707,生态修复专家,Ecological Restoration Specialist,AGR,19-1029.00
AGR-0708,水资源管理师,Water Resources Manager,AGR,17-2081.00
AGR-0709,环保合规顾问,Environmental Compliance Consultant,AGR,13-1041.01
AGR-0710,土壤修复工程师,Soil Remediation Engineer,AGR,17-2081.00
