id,major_category,major_code,mid_category,sub_category,sub_category_en,isco_code,onet_code,region,country_or_region,iso_code,type,employer_type,typical_education,typical_entry_age,locality,learning_cost,education_req,growth_coeff,career_lifespan,opportunity,market_size,supply_demand,developed_scarcity,value_added,cost_performance,stability,safety,occupational_disease,overtime,burnout,skill_versatility,career_switch,reputation_variance,ai_resistance,social_status,remote_friendly,autonomy,family_friendly,fulfillment,entrepreneurship,gender_equality,age_flexibility,social_interaction,physical_demand,license_barrier,cycle_sensitivity,side_job_compat,intl_mobility,industry_monopoly,trend_2000_2026,trend_5yr,demand_direction,ai_timeline,composite_index,summary_zh,summary_en,data_source,generated_date,data_snapshot_date,source_period,median_salary_rmb
MED-0102-CN-general,医疗与健康,MED,临床医学,外科医生,Surgeon,2212,29-1241.00,东亚,中国,CN,country,general,博士/医学学位,28-35,global,9.7,9.8,7.1,7.5,8.2,8.3,7.6,7.9,9.2,5.8,7.9,6.6,4.2,1.3,1.7,5.8,4.2,2.0,8.0,9.5,0.7,6.3,2.8,8.6,5.9,5.0,6.7,7.9,6.8,9.0,1.1,3.8,5.8,3.1,3,2,↑,2035+,5.86,中国外科医生：薪资回报高，人才需求旺盛，AI替代抗性强,"China Surgeon: high compensation, strong talent demand, strong AI resistance",AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,660000
MED-0301-CN-general,医疗与健康,MED,药学,药剂师,Pharmacist,2262,29-1051.00,东亚,中国,CN,country,general,本科/硕士,22-26,global,7.0,7.2,6.2,7.9,7.3,8.5,6.4,5.6,6.7,6.8,7.5,8.7,6.0,3.8,4.4,5.8,5.3,1.6,4.4,6.9,2.7,5.7,4.6,6.4,7.1,6.1,6.3,6.7,1.8,7.8,1.8,4.5,5.7,4.1,2,1,→,2026-2030,5.85,中国药剂师：发展平稳,China Pharmacist: steady development,AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,263000
AGR-0704-CN-general,农业、资源与环境,AGR,环保,环境影响评价师,Environmental Impact Assessor,2143,19-2041.00,东亚,中国,CN,country,general,本科/硕士+资格证,26-35,global,6.1,6.2,6.7,7.8,6.5,5.5,6.1,7.0,7.0,6.2,5.7,6.8,5.8,5.0,4.6,5.6,5.2,1.6,6.0,5.7,4.6,5.7,4.9,7.6,6.1,6.0,5.9,6.9,4.1,6.5,4.4,3.5,6.2,4.4,3,4,↑↑,2032-2038,5.85,中国环境影响评价师：近年增长迅猛,China Environmental Impact Assessor: rapid recent growth,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,217000
ART-0302-CN-general,文化、艺术与传媒,ART,出版写作,图书编辑,Book Editor,2641,27-3041.00,东亚,中国,CN,country,general,本科,22-35,global,5.2,5.2,4.7,7.8,5.4,5.5,4.4,5.0,4.7,5.1,5.3,8.3,6.7,4.1,4.2,7.4,5.9,2.5,5.0,5.9,7.8,7.6,5.3,7.8,7.0,6.0,6.9,5.2,1.6,1.3,4.4,6.6,6.3,3.3,1,-1,→,2028-2033,5.85,中国图书编辑：发展平稳,China Book Editor: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,125000
ENG-0409-CN-general,工程与制造,ENG,土木与建筑,城市规划师,Urban Planner,2164,19-3051.00,东亚,中国,CN,country,general,本科/硕士,22-28,global,6.1,6.0,6.6,8.3,8.4,7.0,6.6,5.7,6.5,6.1,6.7,5.3,4.7,4.5,4.4,6.2,5.3,1.0,7.3,7.7,4.2,5.1,4.5,7.2,4.7,4.0,6.9,6.3,4.9,5.5,6.7,3.0,4.4,3.1,2,2,↑,2032-2038,5.85,中国城市规划师：工作安全风险较高,China Urban Planner: higher workplace safety risks,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,283000
MED-0125-CN-general,医疗与健康,MED,临床医学,血液科医生,Hematologist,2212,29-1216.00,东亚,中国,CN,country,general,博士/医学学位,28-35,global,8.8,9.2,7.3,8.6,8.2,6.3,7.2,6.7,7.9,5.6,8.4,7.1,4.5,3.3,3.3,5.3,4.2,1.9,7.1,8.6,2.0,6.2,2.6,8.3,6.1,5.2,6.4,7.9,5.1,9.3,1.5,3.6,6.0,3.5,3,3,↑,2032-2038,5.85,中国血液科医生：加班文化严重，就业稳定,"China Hematologist: heavy overtime culture, stable employment",AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,397000
SKL-0805-CN-general,技术工种与手工业,SKL,美发美容技术,美甲师,Nail Technician / Manicurist,5142,39-5092.00,东亚,中国,CN,country,general,职校/短期培训,18-25,global,1.7,2.2,4.9,7.1,6.9,7.4,4.8,5.1,4.4,6.0,5.3,6.8,5.1,4.5,4.5,3.9,4.0,2.1,8.8,4.1,0.4,6.5,4.5,6.6,8.5,6.8,6.3,7.8,3.7,3.7,3.6,7.5,4.5,1.7,2,2,↑,2035+,5.85,中国美甲师：薪资水平偏低，AI替代抗性强，创业前景好,"China Nail Technician / Manicurist: relatively low pay, strong AI resistance, good entrepreneurship prospects",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,104000
ART-0704-CN-general,文化、艺术与传媒,ART,动画游戏,游戏美术设计师,Game Artist,2166,27-1014.00,东亚,中国,CN,country,general,本科,20-28,global,5.7,5.0,6.7,7.1,7.1,6.9,6.2,6.0,6.4,5.8,5.0,7.8,6.3,2.1,5.5,6.6,5.8,2.0,5.1,6.1,6.5,6.0,3.2,7.5,5.3,4.8,5.9,5.7,2.7,1.4,5.7,5.5,6.4,4.7,4,2,↑,2028-2033,5.85,中国游戏美术设计师：发展平稳,China Game Artist: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,242000
ART-0701-CN-general,文化、艺术与传媒,ART,动画游戏,2D动画师,2D Animator,2166,27-1014.00,东亚,中国,CN,country,general,本科,20-28,global,5.4,4.8,6.6,6.8,7.2,6.6,6.3,6.3,5.7,6.0,4.9,7.8,6.0,2.5,6.1,6.6,5.8,2.0,5.3,5.7,7.1,5.7,2.8,7.5,5.8,4.8,6.1,5.6,2.3,1.2,6.1,5.1,6.0,4.9,4,2,↑,2028-2033,5.84,中国2D动画师：发展平稳,China 2D Animator: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,192000
MED-0608-CN-general,医疗与健康,MED,传统与替代医学,整骨师,Osteopath,2269,29-1199.00,东亚,中国,CN,country,general,本科/硕士,22-28,global,7.3,7.0,5.4,8.8,6.1,7.9,5.6,3.8,7.4,5.3,6.5,8.7,5.7,4.8,4.8,4.2,3.9,2.2,6.9,7.0,2.8,7.1,5.2,7.3,8.4,5.7,7.8,7.8,3.9,7.3,2.3,6.2,4.2,2.6,1,2,↑,2032-2038,5.84,中国整骨师：发展平稳,China Osteopath: steady development,AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,330000
TECH-0306-CN-general,信息技术与数字化,TECH,网络与安全,系统管理员,System Administrator,2522,15-1244.00,东亚,中国,CN,country,general,大专/本科,22-28,global,4.7,4.0,5.6,6.7,6.7,9.1,5.0,4.9,5.7,6.2,5.6,9.6,6.0,3.5,5.1,5.5,5.8,1.5,4.9,5.9,5.8,5.7,4.8,5.3,5.2,4.7,5.7,4.9,1.9,2.0,3.8,5.3,5.8,2.6,0,-1,→,2028-2033,5.84,中国系统管理员：加班文化严重,China System Administrator: heavy overtime culture,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,240000
ENG-0408-CN-general,工程与制造,ENG,土木与建筑,景观设计师,Landscape Architect,2162,17-1012.00,东亚,中国,CN,country,general,本科/硕士,22-28,global,6.5,6.7,6.5,8.2,7.8,8.4,6.3,5.5,6.6,6.0,7.1,5.3,4.3,4.3,4.3,6.5,5.4,1.1,7.7,6.8,3.8,5.0,4.3,8.0,5.8,3.8,6.9,6.2,5.1,4.9,6.6,3.3,4.6,3.3,2,2,↑,2035+,5.84,中国景观设计师：AI替代抗性强，工作安全风险较高,"China Landscape Architect: strong AI resistance, higher workplace safety risks",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,289000
ENG-1001-CN-general,工程与制造,ENG,质量控制,质量保证工程师(QA),Quality Assurance Engineer,2141,17-2112.01,东亚,中国,CN,country,general,本科,22-28,global,5.5,5.9,5.3,8.1,7.0,7.3,5.4,5.5,6.4,6.1,7.3,7.4,5.7,5.0,4.9,6.8,5.6,0.7,5.2,6.2,3.7,5.3,5.2,5.5,4.2,5.3,6.9,5.7,2.8,3.7,4.2,3.6,5.5,3.2,2,2,↑,2028-2033,5.84,中国质量保证工程师(QA)：发展平稳,China Quality Assurance Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,261000
ENG-0904-CN-general,工程与制造,ENG,制造管理,生产计划员,Production Planner,3122,11-3051.04,东亚,中国,CN,country,general,本科,22-30,global,4.9,4.4,6.1,7.0,7.6,8.1,5.9,6.0,5.9,7.1,7.1,6.9,5.3,3.6,4.1,7.2,6.5,1.3,4.5,5.2,3.0,6.3,4.4,6.2,5.3,4.8,7.1,7.2,3.0,2.8,5.7,3.2,5.3,3.6,2,2,↑,2028-2033,5.84,中国生产计划员：发展平稳,China Production Planner: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,218000
SVC-0513-CN-general,服务业与消费,SVC,家政照护,私人厨师,Private Chef,5120,35-1011.00,东亚,中国,CN,country,general,高中/证书,20-40,global,6.2,2.7,7.1,6.5,7.5,7.8,7.7,6.1,6.0,4.0,3.9,6.7,5.3,3.1,5.6,4.6,4.4,1.6,8.9,5.6,1.4,4.3,3.1,7.5,8.1,6.6,5.1,7.6,6.6,2.3,3.4,4.2,5.5,3.4,3,4,↑↑,2035+,5.84,中国私人厨师：人才需求旺盛，AI替代抗性强，近年增长迅猛,"China Private Chef: strong talent demand, strong AI resistance, rapid recent growth",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,161000
SVC-0505-CN-general,服务业与消费,SVC,家政照护,老年护理员,Elderly Care Worker,5322,31-1122.00,东亚,中国,CN,country,general,高中/证书,20-40,global,3.8,2.3,8.7,6.6,7.7,7.5,8.7,6.3,3.8,4.1,4.2,6.7,5.3,3.4,6.4,4.6,4.6,1.6,9.4,3.7,1.3,4.0,3.1,6.5,4.8,6.7,5.4,7.3,6.5,1.9,3.5,4.5,4.4,3.3,3,5,↑↑,2035+,5.84,中国老年护理员：薪资水平偏低，人才需求旺盛，AI替代抗性强,"China Elderly Care Worker: relatively low pay, strong talent demand, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,73000
ART-0506-CN-general,文化、艺术与传媒,ART,博物馆与文化遗产,博物馆讲解员,Museum Guide / Docent,5113,39-7012.00,东亚,中国,CN,country,general,硕士,24-32,global,4.3,4.3,5.0,7.6,5.3,5.0,5.2,5.8,3.5,4.8,7.2,8.2,7.5,5.2,3.7,6.3,5.2,0.5,7.8,4.9,3.7,5.8,5.4,7.4,3.5,5.9,7.2,9.0,3.1,3.4,3.6,3.6,4.9,5.3,2,0,→,2035+,5.84,中国博物馆讲解员：薪资水平偏低，AI替代抗性强,"China Museum Guide / Docent: relatively low pay, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,81000
ART-0503-CN-general,文化、艺术与传媒,ART,博物馆与文化遗产,考古学家,Archaeologist,2632,19-3091.00,东亚,中国,CN,country,general,硕士/博士,24-32,global,7.5,7.8,5.4,8.6,4.8,5.0,4.9,5.9,5.5,4.9,6.7,8.2,6.9,5.2,4.0,6.4,5.1,0.6,8.3,7.6,4.0,5.7,5.6,8.4,3.6,5.8,7.5,6.5,4.9,3.7,3.4,3.7,5.3,5.2,2,0,→,2035+,5.84,中国考古学家：AI替代抗性强，职业成就感高,"China Archaeologist: strong AI resistance, high career fulfillment",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,179000
MED-0127-CN-general,医疗与健康,MED,临床医学,呼吸科医生,Pulmonologist,2212,29-1216.00,东亚,中国,CN,country,general,博士/医学学位,28-35,global,9.2,8.9,7.2,8.4,7.9,8.4,7.7,7.2,7.2,5.9,8.3,7.2,4.5,2.6,3.4,5.5,4.1,2.1,6.7,8.5,1.9,6.3,2.6,8.0,6.1,5.2,6.5,8.1,4.9,9.0,1.3,3.6,5.7,3.0,3,4,↑↑,2032-2038,5.84,中国呼吸科医生：人才需求旺盛，加班文化严重，就业稳定,"China Pulmonologist: strong talent demand, heavy overtime culture, stable employment",AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,314000
MED-0212-CN-general,医疗与健康,MED,护理,急诊护士,Emergency Room Nurse,2221,29-1141.00,东亚,中国,CN,country,general,大专/本科,20-24,global,5.1,4.9,7.0,7.1,8.4,10.0,8.7,8.2,4.8,6.3,8.3,6.0,3.8,1.7,1.7,4.8,5.0,1.4,7.4,6.2,1.5,3.8,2.2,7.0,3.7,4.0,5.6,8.6,6.6,6.9,1.1,4.1,7.1,2.3,3,4,↑↑,2032-2038,5.84,中国急诊护士：人才需求旺盛，加班文化严重，就业稳定,"China Emergency Room Nurse: strong talent demand, heavy overtime culture, stable employment",AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,125000
MED-0118-CN-general,医疗与健康,MED,临床医学,神经外科医生,Neurosurgeon,2212,29-1241.00,东亚,中国,CN,country,general,博士/医学学位,28-35,global,10.0,9.9,6.8,7.2,7.9,8.4,8.8,9.1,10.0,5.7,8.5,6.2,4.2,0.2,0.9,5.8,4.5,2.2,7.3,10.0,2.0,5.8,0.6,8.3,6.2,5.2,6.6,8.1,6.6,9.3,1.2,3.8,5.8,3.4,3,3,↑,2032-2038,5.83,中国神经外科医生：薪资回报高，人才需求旺盛，加班文化严重,"China Neurosurgeon: high compensation, strong talent demand, heavy overtime culture",AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,922000
SKL-0505-CN-general,技术工种与手工业,SKL,汽车维修,汽车诊断技师,Automotive Diagnostic Technician,7231,49-3023.00,东亚,中国,CN,country,general,职校/学徒,18-25,global,4.7,3.9,6.9,7.2,6.7,7.8,6.9,7.0,6.6,6.6,6.2,5.4,4.8,3.6,4.9,5.4,5.2,1.4,6.4,4.8,0.4,6.4,4.1,6.4,7.7,2.6,6.6,6.6,6.3,3.8,5.7,7.1,4.7,2.5,2,3,↑,2032-2038,5.83,中国汽车诊断技师：发展平稳,China Automotive Diagnostic Technician: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,233000
MED-0107-CN-general,医疗与健康,MED,临床医学,急诊科医生,Emergency Medicine Physician,2212,29-1214.00,东亚,中国,CN,country,general,博士/医学学位,28-35,global,9.1,8.9,7.1,8.4,8.1,8.8,8.1,8.3,8.0,5.7,8.2,6.2,4.4,0.2,1.1,5.7,4.7,2.1,8.3,8.1,2.2,6.1,1.1,8.4,6.4,4.8,6.7,7.8,6.6,9.2,1.1,3.7,6.1,3.3,3,4,↑↑,2035+,5.83,中国急诊科医生：薪资回报高，人才需求旺盛，AI替代抗性强,"China Emergency Medicine Physician: high compensation, strong talent demand, strong AI resistance",AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,444000
SVC-0405-CN-general,服务业与消费,SVC,美容养生,瑜伽教练,Yoga Instructor,3423,39-9031.00,东亚,中国,CN,country,general,专科/证书,20-30,global,4.4,3.9,7.3,7.1,7.0,7.1,5.9,4.9,4.9,5.5,5.1,7.3,5.6,3.1,4.9,5.7,5.1,2.1,7.6,4.8,1.6,5.9,3.6,8.3,8.4,6.3,5.9,7.6,5.3,3.2,4.9,6.2,5.3,3.3,3,4,↑↑,2035+,5.83,中国瑜伽教练：AI替代抗性强，职业成就感高，近年增长迅猛,"China Yoga Instructor: strong AI resistance, high career fulfillment, rapid recent growth",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,105000
ENG-1301-CN-general,工程与制造,ENG,环境工程,环境工程师(制造),Environmental Engineer (Manufacturing),2143,17-2081.00,东亚,中国,CN,country,general,本科/硕士,22-28,global,5.9,6.1,6.8,7.5,6.2,7.1,5.9,6.4,6.6,6.3,6.7,5.9,4.9,4.6,4.1,6.6,5.8,1.2,6.9,6.8,3.1,5.5,5.1,6.6,4.2,4.9,6.8,5.8,4.2,4.2,4.5,3.2,5.0,3.6,3,3,↑,2032-2038,5.83,中国环境工程师(制造)：发展平稳,China Environmental Engineer (Manufacturing): steady development,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,268000
ART-0508-CN-general,文化、艺术与传媒,ART,博物馆与文化遗产,博物馆教育员,Museum Educator,2621,25-4012.00,东亚,中国,CN,country,general,硕士,24-32,global,6.4,6.2,4.9,8.6,4.8,4.8,5.2,5.8,4.7,5.0,7.2,8.4,7.2,5.5,3.5,5.9,4.9,0.7,7.7,7.0,3.8,5.6,5.8,8.0,3.5,5.7,7.4,7.9,3.1,3.3,3.5,4.0,5.0,5.7,2,0,→,2035+,5.83,中国博物馆教育员：AI替代抗性强，职业成就感高,"China Museum Educator: strong AI resistance, high career fulfillment",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,131000
SVC-0402-CN-general,服务业与消费,SVC,美容养生,SPA技师/水疗师,Spa Therapist,5142,39-9032.00,东亚,中国,CN,country,general,专科/证书,20-30,global,4.3,3.4,6.8,6.7,7.1,7.1,5.8,5.2,5.4,5.2,5.2,7.3,6.0,3.1,5.0,5.6,4.9,2.0,8.4,4.9,1.8,6.0,3.7,7.6,7.7,6.4,6.2,7.4,7.0,2.9,5.3,6.3,4.6,3.7,3,3,↑,2035+,5.83,中国SPA技师/水疗师：AI替代抗性强,China Spa Therapist: strong AI resistance,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,124000
ART-1504-CN-general,文化、艺术与传媒,ART,摄影,时尚摄影师,Fashion Photographer,3431,27-4021.00,东亚,中国,CN,country,general,本科/专科,20-30,global,4.9,3.9,4.9,7.7,5.7,4.9,4.8,4.6,6.6,5.0,4.2,7.9,6.8,3.9,4.0,6.0,5.7,2.1,5.2,6.9,5.5,7.9,4.0,7.4,8.2,5.3,6.2,6.5,3.6,1.4,5.4,7.0,6.2,3.0,2,0,→,2028-2033,5.82,中国时尚摄影师：发展平稳,China Fashion Photographer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,272000
FIN-0208-CN-general,金融与商业,FIN,证券投资,证券经纪人,Stockbroker,3311,41-3031.00,东亚,中国,CN,country,general,本科/硕士,22-28,global,4.8,4.5,7.7,6.6,8.3,7.9,4.6,7.2,7.1,7.7,5.4,8.9,5.3,2.3,2.7,6.8,5.6,2.2,3.1,6.3,6.3,6.4,2.9,6.5,7.4,4.7,5.1,7.2,0.5,5.5,7.4,4.1,6.9,3.9,-1,-1,→,2026-2030,5.82,中国证券经纪人：AI替代风险较高，加班文化严重，职业倦怠风险高,"China Stockbroker: high AI displacement risk, heavy overtime culture, high burnout risk",AI综合评估 + O*NET/ILO/BIS锚点校准,2026-04-13,2026-04-13,2000-2026,460000
ENG-1303-CN-general,工程与制造,ENG,环境工程,能源审计师,Energy Auditor,2149,13-1199.01,东亚,中国,CN,country,general,本科/硕士,22-28,global,5.3,4.9,5.8,7.5,6.7,6.5,5.9,6.2,6.7,6.0,6.8,5.8,4.6,4.8,4.0,7.0,5.9,1.1,5.6,5.9,4.6,5.6,4.9,6.9,4.4,4.9,6.8,5.7,3.8,4.2,4.2,3.5,5.0,3.2,3,3,↑,2028-2033,5.82,中国能源审计师：发展平稳,China Energy Auditor: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,294000
EDU-0605-CN-general,教育与学术,EDU,教育管理,教育督导,Education Inspector / Superintendent,1345,11-9032.00,东亚,中国,CN,country,general,硕士+行政经验,35-45,global,6.9,7.3,3.6,8.2,4.8,4.6,4.2,4.9,6.7,5.4,9.6,9.6,5.6,4.2,4.0,5.8,4.8,1.1,7.8,7.9,4.3,6.5,5.2,7.0,3.6,5.5,7.3,7.8,2.1,6.4,0.9,3.5,3.8,3.8,1,1,→,2035+,5.82,中国教育督导：AI替代抗性强，就业稳定,"China Education Inspector / Superintendent: strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/UNESCO锚点校准,2026-04-13,2026-04-13,2000-2026,226000
ENG-0309-CN-general,工程与制造,ENG,化学工程,食品工程师,Food Engineer,2145,17-2041.00,东亚,中国,CN,country,general,本科/硕士,22-28,global,5.4,5.5,5.7,7.7,6.6,7.8,6.1,6.3,7.5,6.8,7.3,6.4,3.9,4.0,4.2,6.5,5.5,1.1,5.5,6.1,3.4,5.2,4.5,7.0,4.6,4.6,6.2,4.7,3.6,3.4,4.8,3.4,5.7,3.5,2,1,→,2028-2033,5.82,中国食品工程师：发展平稳,China Food Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,381000
MED-1205-CN-general,医疗与健康,MED,兽医学,兽医公共卫生专家,Veterinary Public Health Specialist,2250,29-1131.00,东亚,中国,CN,country,general,博士/兽医学位,26-30,global,7.8,7.4,6.3,7.8,7.2,5.9,6.7,6.3,5.2,5.7,8.3,6.6,4.5,3.8,3.8,4.5,3.8,1.4,8.2,6.8,4.0,6.8,3.7,7.7,7.7,6.9,6.3,6.8,5.8,7.8,2.7,4.5,5.1,2.9,3,3,↑,2035+,5.82,中国兽医公共卫生专家：AI替代抗性强，就业稳定,"China Veterinary Public Health Specialist: strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,141000
SVC-0511-CN-general,服务业与消费,SVC,家政照护,管家(私人/豪宅),Butler / Estate Manager,5152,39-9011.00,东亚,中国,CN,country,general,高中/证书,20-40,global,5.3,2.3,6.7,6.7,7.5,4.8,7.6,5.7,7.0,4.2,4.1,6.7,5.1,3.5,5.9,4.9,4.6,1.5,8.5,5.7,1.1,4.3,3.3,6.7,5.0,6.6,5.7,7.4,6.2,1.9,3.2,4.2,5.8,3.6,3,4,↑↑,2035+,5.82,中国管家(私人/豪宅)：人才需求旺盛，AI替代抗性强，近年增长迅猛,"China Butler / Estate Manager: strong talent demand, strong AI resistance, rapid recent growth",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,228000
SKL-0803-CN-general,技术工种与手工业,SKL,美发美容技术,纹身师,Tattoo Artist,5142,39-5091.00,东亚,中国,CN,country,general,职校/短期培训,18-25,global,4.2,1.8,5.3,7.1,6.6,4.9,4.7,4.7,5.6,6.2,5.7,6.8,5.2,4.2,4.7,4.2,3.9,2.2,8.7,4.4,0.1,6.9,4.7,8.3,8.5,6.8,6.6,7.7,5.3,4.7,4.1,7.4,4.4,1.6,2,2,↑,2035+,5.82,中国纹身师：AI替代抗性强，创业前景好,"China Tattoo Artist: strong AI resistance, good entrepreneurship prospects",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,164000
AGR-0708-CN-general,农业、资源与环境,AGR,环保,水资源管理师,Water Resources Manager,2143,17-2081.00,东亚,中国,CN,country,general,本科/硕士,24-32,global,6.0,6.2,6.3,7.4,6.4,5.3,6.6,7.2,6.7,5.9,5.8,7.0,5.8,4.8,4.7,5.3,5.2,1.5,6.7,6.1,3.4,5.7,4.9,7.7,4.8,5.8,5.9,6.8,3.6,5.3,4.6,3.6,5.5,4.3,3,4,↑↑,2032-2038,5.82,中国水资源管理师：近年增长迅猛,China Water Resources Manager: rapid recent growth,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,193000
SKL-0714-CN-general,技术工种与手工业,SKL,传统手工艺,雕刻师,Engraver / Carver,7316,51-9194.00,东亚,中国,CN,country,general,师徒制/自学,16-30,global,5.5,2.6,3.7,8.4,4.5,4.7,5.2,5.6,5.7,5.0,5.2,6.3,5.4,4.7,5.7,4.3,3.7,1.9,9.3,6.0,1.7,8.0,4.9,8.9,7.5,4.2,7.4,5.1,5.2,1.8,4.2,7.2,4.0,2.2,0,0,→,2035+,5.82,中国雕刻师：AI替代抗性强,China Engraver / Carver: strong AI resistance,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,161000
FIN-0203-CN-general,金融与商业,FIN,证券投资,投行分析师,Investment Banking Analyst,2411,13-2051.00,东亚,中国,CN,country,general,本科/硕士,22-28,global,7.6,6.8,7.5,6.8,8.4,8.1,6.9,7.2,10.0,7.4,4.6,9.1,4.7,0.1,1.1,6.4,6.0,2.4,4.9,8.8,6.4,6.3,1.0,5.4,7.2,4.7,5.0,6.9,0.2,5.6,8.1,4.3,7.3,4.1,3,1,→,2028-2033,5.82,中国投行分析师：薪资回报高，加班文化严重，职业倦怠风险高,"China Investment Banking Analyst: high compensation, heavy overtime culture, high burnout risk",AI综合评估 + O*NET/ILO/BIS锚点校准,2026-04-13,2026-04-13,2000-2026,1402000
ENG-1310-CN-general,工程与制造,ENG,环境工程,激光工程师,Laser Engineer,2152,17-2072.00,东亚,中国,CN,country,general,本科/硕士,22-28,global,7.4,7.4,6.8,7.6,6.6,5.3,6.7,6.1,6.7,6.2,7.0,5.9,4.5,4.8,4.0,6.9,6.1,1.0,7.0,7.3,3.5,5.4,5.4,6.8,4.2,4.8,6.6,5.7,3.8,4.2,4.6,3.3,4.9,3.6,3,3,↑,2032-2038,5.82,中国激光工程师：发展平稳,China Laser Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,289000
MED-0120-CN-general,医疗与健康,MED,临床医学,重症医学科医生,Intensivist (ICU Physician),2212,29-1216.00,东亚,中国,CN,country,general,博士/医学学位,28-35,global,8.9,8.9,7.2,8.7,8.2,8.4,8.4,7.2,7.9,5.6,8.1,6.0,4.5,0.2,1.2,5.9,4.6,1.9,7.7,8.5,2.2,5.9,1.5,7.8,6.1,5.3,6.4,7.8,5.0,8.8,1.1,3.9,6.2,3.5,3,4,↑↑,2035+,5.81,中国重症医学科医生：人才需求旺盛，AI替代抗性强，加班文化严重,"China Intensivist (ICU Physician): strong talent demand, strong AI resistance, heavy overtime culture",AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,395000
SKL-0106-CN-general,技术工种与手工业,SKL,电气技术,防雷工程师,Lightning Protection Technician,7411,47-2111.00,东亚,中国,CN,country,general,职校/学徒,18-25,global,4.6,3.4,6.9,7.7,4.6,3.9,5.9,5.6,6.6,7.0,6.9,5.2,5.5,4.0,5.1,6.8,5.2,1.4,7.9,5.5,0.5,6.4,4.1,6.4,7.1,2.5,6.3,5.7,6.3,6.0,5.2,7.1,5.8,3.0,3,3,↑,2035+,5.81,中国防雷工程师：AI替代抗性强,China Lightning Protection Technician: strong AI resistance,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,226000
