id,major_category,major_code,mid_category,sub_category,sub_category_en,isco_code,onet_code,region,country_or_region,iso_code,type,employer_type,typical_education,typical_entry_age,locality,learning_cost,education_req,growth_coeff,career_lifespan,opportunity,market_size,supply_demand,developed_scarcity,value_added,cost_performance,stability,safety,occupational_disease,overtime,burnout,skill_versatility,career_switch,reputation_variance,ai_resistance,social_status,remote_friendly,autonomy,family_friendly,fulfillment,entrepreneurship,gender_equality,age_flexibility,social_interaction,physical_demand,license_barrier,cycle_sensitivity,side_job_compat,intl_mobility,industry_monopoly,trend_2000_2026,trend_5yr,demand_direction,ai_timeline,composite_index,summary_zh,summary_en,data_source
GOV-0501-TW-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,东亚,中国台湾地区,TW,region,general,硕士/博士,27-35,global,7.4,9.1,4.4,8.2,2.2,1.1,4.0,3.8,8.3,6.4,8.9,7.5,7.2,5.3,5.4,6.7,5.2,1.3,7.3,9.9,4.3,5.4,5.1,8.5,1.7,7.6,5.1,8.6,1.3,8.7,2.2,1.3,9.2,7.7,0,0,→,2032-2038,5.73,中国台湾地区联合国职员：就业极其稳定，薪资回报高，准入门槛高,"Taiwan (China) United Nations Staff: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-HK-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,东亚,中国香港地区,HK,region,general,硕士/博士,27-35,global,7.4,8.3,4.4,8.0,2.5,0.8,3.5,3.6,9.4,6.4,8.5,7.7,6.9,5.4,5.2,6.7,5.5,1.3,7.4,9.4,4.4,5.7,4.6,8.7,1.5,8.0,5.6,8.3,1.7,8.3,1.8,1.5,10.0,7.9,0,0,→,2032-2038,5.81,中国香港地区联合国职员：就业极其稳定，薪资回报高，准入门槛高,"Hong Kong (China) United Nations Staff: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-SG-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,东南亚,新加坡,SG,country,general,硕士/博士,27-35,global,7.8,8.7,4.7,9.0,2.1,0.9,3.8,3.5,10.0,7.4,9.6,7.7,6.8,5.4,5.1,6.5,5.1,1.3,6.9,9.6,4.5,5.9,4.6,9.1,1.8,8.3,5.6,8.8,1.4,8.4,1.5,1.6,10.0,7.8,0,-1,→,2032-2038,5.95,新加坡联合国职员：就业极其稳定，薪资回报高，准入门槛高,"Singapore United Nations Staff: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-TH-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,东南亚,泰国,TH,country,general,硕士/博士,27-35,global,7.3,8.3,4.5,7.8,2.6,2.0,3.5,3.3,7.4,6.1,7.6,7.5,7.0,5.7,5.7,6.7,4.7,1.7,6.8,9.1,4.7,5.5,4.8,8.3,1.6,7.6,5.4,8.8,1.3,8.3,1.8,0.6,9.3,7.9,0,0,→,2032-2038,5.57,泰国联合国职员：就业稳定，准入门槛高，职业成就感高,"Thailand United Nations Staff: stable employment, high entry barrier, high job fulfillment",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-VN-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,东南亚,越南,VN,country,general,硕士/博士,27-35,global,7.7,8.8,4.9,8.1,3.3,2.4,3.6,3.4,7.2,5.8,8.4,7.6,7.0,5.6,5.6,6.8,5.1,1.5,6.9,8.7,4.2,5.1,5.0,8.3,1.3,7.6,5.4,8.4,1.4,9.0,1.6,0.8,8.9,8.0,0,1,→,2032-2038,5.57,越南联合国职员：就业稳定，准入门槛高，职业成就感高,"Vietnam United Nations Staff: stable employment, high entry barrier, high job fulfillment",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-ID-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,东南亚,印度尼西亚,ID,country,general,硕士/博士,27-35,global,7.3,8.7,4.4,8.2,2.7,2.2,3.2,3.7,7.1,5.5,7.6,7.5,6.7,5.1,5.3,6.3,4.9,1.7,6.8,8.7,4.2,5.1,5.0,8.5,1.6,7.0,5.7,8.3,1.6,8.2,1.7,0.7,8.7,8.2,0,0,→,2032-2038,5.43,印度尼西亚联合国职员：就业稳定，准入门槛高，职业成就感高,"Indonesia United Nations Staff: stable employment, high entry barrier, high job fulfillment",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-MY-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,东南亚,马来西亚,MY,country,general,硕士/博士,27-35,global,7.7,8.5,4.5,8.1,2.8,1.9,3.2,3.7,8.0,6.2,8.6,7.6,6.9,5.1,5.3,6.4,5.2,1.5,6.8,8.9,4.1,5.8,4.9,8.6,1.4,7.4,5.2,8.3,1.5,8.6,2.1,0.7,9.6,7.8,0,0,→,2032-2038,5.6,马来西亚联合国职员：就业极其稳定，薪资回报高，准入门槛高,"Malaysia United Nations Staff: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-PH-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,东南亚,菲律宾,PH,country,general,硕士/博士,27-35,global,7.6,8.6,4.6,8.0,2.8,1.8,3.4,3.1,7.4,5.7,7.1,7.3,6.9,5.4,5.3,6.3,4.7,1.6,6.7,8.4,4.2,5.1,4.7,8.1,1.5,7.6,5.2,8.7,1.4,8.4,2.0,1.0,9.5,7.7,0,0,→,2032-2038,5.42,菲律宾联合国职员：准入门槛高，职业成就感高,"Philippines United Nations Staff: high entry barrier, high job fulfillment",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-IN-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,南亚,印度,IN,country,general,硕士/博士,27-35,global,7.8,8.6,4.6,7.9,3.0,2.2,4.2,3.7,7.8,6.0,8.3,7.6,6.6,5.2,5.0,6.5,5.0,1.6,7.0,9.5,4.6,5.6,4.7,8.0,1.2,6.9,5.2,8.7,1.3,9.0,2.1,0.7,9.7,8.0,0,1,→,2032-2038,5.6,印度联合国职员：就业稳定，薪资回报高，准入门槛高,"India United Nations Staff: stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-PK-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,南亚,巴基斯坦,PK,country,general,硕士/博士,27-35,global,7.3,8.3,4.8,7.8,2.9,1.7,3.7,3.8,7.0,5.3,7.3,7.5,6.6,4.9,4.8,6.6,4.7,1.9,6.7,9.2,4.5,5.3,4.5,8.3,1.6,6.2,5.2,8.2,1.2,8.7,2.0,1.0,8.7,8.1,0,0,→,2032-2038,5.38,巴基斯坦联合国职员：准入门槛高，职业成就感高,"Pakistan United Nations Staff: high entry barrier, high job fulfillment",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-BD-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,南亚,孟加拉国,BD,country,general,硕士/博士,27-35,global,7.3,8.1,4.5,8.1,2.4,2.0,3.3,3.8,6.6,5.2,7.4,7.5,6.9,5.2,5.2,6.3,4.6,1.7,6.9,8.7,4.4,5.4,4.3,8.0,1.3,6.8,5.6,8.2,1.3,8.4,1.8,0.7,9.1,7.8,0,0,→,2032-2038,5.38,孟加拉国联合国职员：准入门槛高，职业成就感高,"Bangladesh United Nations Staff: high entry barrier, high job fulfillment",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-AE-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,中亚/西亚,阿联酋,AE,country,general,硕士/博士,27-35,global,7.4,8.4,5.0,8.6,2.7,1.7,3.3,3.2,9.3,7.0,8.9,7.8,7.2,5.2,5.3,6.8,5.0,1.1,6.8,8.8,4.5,6.0,4.6,9.1,1.6,7.5,5.6,8.3,1.6,7.9,1.5,1.0,10.0,8.0,0,0,→,2032-2038,5.85,阿联酋联合国职员：就业极其稳定，薪资回报高，职业成就感高,"United Arab Emirates United Nations Staff: extremely stable employment, high compensation, high job fulfillment",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-IL-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,中亚/西亚,以色列,IL,country,general,硕士/博士,27-35,global,7.9,8.8,4.4,7.9,2.5,1.7,3.6,3.3,9.1,6.3,8.5,7.6,6.7,5.5,5.7,6.9,4.8,1.2,7.1,8.9,4.3,5.6,5.1,8.6,1.5,8.2,5.4,8.6,1.5,8.3,1.9,1.2,10.0,8.0,0,0,→,2032-2038,5.74,以色列联合国职员：就业极其稳定，薪资回报高，准入门槛高,"Israel United Nations Staff: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-SA-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,中亚/西亚,沙特阿拉伯,SA,country,general,硕士/博士,27-35,global,7.4,8.0,5.1,8.4,3.3,2.5,2.9,3.1,9.0,6.9,8.8,7.6,7.0,5.1,5.3,6.5,5.1,1.5,7.2,8.5,4.1,5.5,4.4,8.8,1.5,6.8,5.4,8.7,1.4,8.1,2.0,1.2,8.9,8.0,0,1,→,2032-2038,5.73,沙特阿拉伯联合国职员：就业极其稳定，薪资回报高，准入门槛高,"Saudi Arabia United Nations Staff: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-TR-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,中亚/西亚,土耳其,TR,country,general,硕士/博士,27-35,global,7.6,8.5,4.6,8.1,2.8,1.8,3.5,3.8,7.6,5.9,7.9,7.6,6.9,4.8,5.4,6.2,4.8,1.6,7.1,9.0,4.7,5.4,4.9,8.1,1.3,7.3,5.1,8.5,1.8,8.9,2.3,0.6,9.1,8.2,0,0,→,2032-2038,5.51,土耳其联合国职员：就业稳定，薪资回报高，准入门槛高,"Turkey United Nations Staff: stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-GB-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,西欧,英国,GB,country,general,硕士/博士,27-35,global,7.4,8.6,4.5,8.3,2.4,1.5,3.6,3.5,8.6,6.2,9.1,7.7,7.2,6.0,6.2,6.8,5.4,1.4,7.1,9.0,4.9,5.9,5.4,8.8,1.9,8.2,5.7,8.3,1.4,8.8,2.1,1.0,9.8,8.0,0,0,→,2032-2038,5.85,英国联合国职员：就业极其稳定，薪资回报高，准入门槛高,"United Kingdom United Nations Staff: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-FR-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,西欧,法国,FR,country,general,硕士/博士,27-35,global,7.8,9.1,5.1,8.2,3.2,2.5,3.6,4.0,8.4,6.2,8.9,7.7,7.7,6.2,5.9,7.0,5.3,1.4,6.9,9.6,4.9,5.6,5.7,8.6,1.5,8.4,5.9,8.4,1.8,9.0,1.9,1.1,9.8,8.2,0,1,→,2032-2038,5.9,法国联合国职员：就业极其稳定，薪资回报高，准入门槛高,"France United Nations Staff: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-DE-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,西欧,德国,DE,country,general,硕士/博士,27-35,global,7.5,8.4,4.6,8.3,2.7,1.6,4.0,3.6,9.0,6.9,9.1,7.7,7.7,6.1,6.0,6.5,5.5,1.0,7.4,9.1,4.6,6.0,5.8,8.7,1.6,8.0,6.1,8.7,1.8,8.7,2.1,1.4,9.7,8.1,0,0,→,2032-2038,5.99,德国联合国职员：就业极其稳定，薪资回报高，准入门槛高,"Germany United Nations Staff: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-NL-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,西欧,荷兰,NL,country,general,硕士/博士,27-35,global,7.4,8.8,4.8,8.2,2.4,1.6,3.2,3.6,9.3,7.0,8.8,7.8,7.3,6.7,6.3,6.6,4.9,1.2,7.2,8.9,5.0,6.3,6.1,9.0,1.6,8.8,5.9,8.4,1.6,8.3,2.0,1.1,10.0,8.2,0,0,→,2032-2038,5.99,荷兰联合国职员：就业极其稳定，薪资回报高，准入门槛高,"Netherlands United Nations Staff: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-CH-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,西欧,瑞士,CH,country,general,硕士/博士,27-35,global,7.9,8.7,4.7,8.8,2.4,0.6,3.4,3.2,9.5,7.2,10.0,7.9,7.3,6.5,6.1,6.8,5.4,1.2,7.5,8.9,5.0,5.9,5.8,9.0,1.6,8.3,5.6,8.4,1.2,8.2,1.5,1.4,9.7,7.9,0,-1,→,2035+,6.04,瑞士联合国职员：就业极其稳定，薪资回报高，准入门槛高,"Switzerland United Nations Staff: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-SE-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,北欧,瑞典,SE,country,general,硕士/博士,27-35,global,7.7,8.5,4.8,8.4,2.6,1.7,3.0,3.3,8.9,6.6,9.0,7.8,7.5,6.9,5.9,6.7,5.0,1.2,6.8,9.1,4.8,6.0,5.9,9.2,2.0,9.0,5.9,8.2,1.7,8.2,1.9,1.0,10.0,8.2,0,0,→,2032-2038,5.93,瑞典联合国职员：就业极其稳定，薪资回报高，准入门槛高,"Sweden United Nations Staff: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-DK-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,北欧,丹麦,DK,country,general,硕士/博士,27-35,global,7.8,8.8,5.0,8.7,2.9,2.1,3.5,3.1,9.5,6.6,9.2,7.6,7.7,6.4,6.4,6.6,5.1,1.2,7.3,9.2,4.6,6.0,6.4,8.8,1.9,9.4,5.9,8.2,1.4,8.2,1.7,1.1,10.0,8.1,0,0,→,2032-2038,6.05,丹麦联合国职员：就业极其稳定，薪资回报高，准入门槛高,"Denmark United Nations Staff: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-FI-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,北欧,芬兰,FI,country,general,硕士/博士,27-35,global,7.6,8.7,4.6,8.3,2.8,1.6,3.2,3.7,8.7,6.5,9.4,7.6,7.8,6.4,6.0,6.7,5.1,1.1,7.5,9.0,5.2,5.9,6.0,8.7,1.8,9.1,5.9,8.8,1.5,8.3,2.0,1.4,9.9,7.8,0,0,→,2035+,6.0,芬兰联合国职员：就业极其稳定，薪资回报高，准入门槛高,"Finland United Nations Staff: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-IT-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,南欧,意大利,IT,country,general,硕士/博士,27-35,global,7.7,8.6,4.7,8.3,2.8,1.8,3.7,3.3,8.5,6.5,8.7,7.7,6.8,5.8,5.6,6.6,5.1,1.3,7.0,9.0,4.3,5.9,5.1,8.3,1.4,7.6,5.9,8.4,1.6,8.8,2.0,1.0,9.4,8.3,0,0,→,2032-2038,5.73,意大利联合国职员：就业极其稳定，薪资回报高，准入门槛高,"Italy United Nations Staff: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-ES-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,南欧,西班牙,ES,country,general,硕士/博士,27-35,global,7.6,8.6,4.4,8.2,2.6,1.4,4.1,4.0,8.3,6.4,8.6,7.6,7.3,5.7,6.0,6.7,5.3,1.2,6.9,9.3,4.6,6.0,5.4,8.9,1.5,7.8,5.4,8.6,1.2,9.1,1.9,1.2,9.8,8.1,0,0,→,2032-2038,5.82,西班牙联合国职员：就业极其稳定，薪资回报高，准入门槛高,"Spain United Nations Staff: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-PT-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,南欧,葡萄牙,PT,country,general,硕士/博士,27-35,global,7.7,8.5,4.4,8.0,2.8,1.2,3.5,3.4,7.8,5.9,8.5,7.5,7.0,5.6,5.6,6.7,5.2,1.5,6.8,9.3,4.6,5.7,5.6,8.6,1.8,8.2,5.5,8.8,1.7,8.9,1.7,0.9,10.0,8.1,0,0,→,2032-2038,5.68,葡萄牙联合国职员：就业极其稳定，薪资回报高，准入门槛高,"Portugal United Nations Staff: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-PL-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,东欧,波兰,PL,country,general,硕士/博士,27-35,global,7.3,8.4,4.3,7.8,2.5,1.4,3.1,3.6,8.1,5.9,8.4,7.5,7.5,6.1,6.1,6.4,5.2,1.3,7.0,8.6,4.4,5.6,5.4,8.3,1.5,8.1,5.4,8.3,1.6,8.3,2.3,0.9,9.5,8.1,0,0,→,2032-2038,5.66,波兰联合国职员：就业稳定，薪资回报高，准入门槛高,"Poland United Nations Staff: stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-CZ-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,东欧,捷克,CZ,country,general,硕士/博士,27-35,global,7.9,8.5,4.3,8.2,2.4,1.2,3.6,3.4,7.9,6.3,8.5,7.6,7.2,5.8,5.6,6.3,5.1,1.4,6.9,8.7,4.9,5.8,5.4,8.5,1.5,7.8,5.7,8.5,1.4,8.5,1.6,1.1,9.7,8.1,0,0,→,2032-2038,5.68,捷克联合国职员：就业极其稳定，薪资回报高，准入门槛高,"Czech Republic United Nations Staff: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-RU-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,东欧,俄罗斯,RU,country,general,硕士/博士,27-35,global,7.8,8.5,4.6,7.7,3.2,2.5,3.0,3.6,7.1,5.6,7.8,7.5,6.6,5.1,5.1,6.7,5.0,1.8,7.1,8.9,4.2,5.4,4.8,8.1,1.6,7.9,5.2,8.3,1.4,8.0,1.9,0.9,8.9,8.3,0,1,→,2032-2038,5.47,俄罗斯联合国职员：就业稳定，准入门槛高，AI替代抗性强,"Russia United Nations Staff: stable employment, high entry barrier, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-US-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,北美,美国,US,country,general,硕士/博士,27-35,global,7.9,8.6,4.4,8.1,2.3,0.9,3.6,3.6,9.3,6.4,8.5,7.7,6.7,5.8,5.6,6.8,5.3,1.0,7.0,9.4,4.6,6.0,5.2,8.6,1.6,8.6,5.6,8.7,1.6,8.4,1.7,0.9,9.7,8.2,0,0,→,2032-2038,5.82,美国联合国职员：就业极其稳定，薪资回报高，准入门槛高,"United States United Nations Staff: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-CA-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,北美,加拿大,CA,country,general,硕士/博士,27-35,global,7.8,8.8,4.5,8.4,2.4,1.0,3.4,3.6,9.2,7.0,9.3,7.6,7.1,6.0,6.0,6.9,5.3,1.4,6.9,9.3,4.7,6.0,5.5,8.6,1.6,8.4,5.9,8.8,1.4,8.3,2.2,1.2,10.0,7.7,0,0,→,2032-2038,5.91,加拿大联合国职员：就业极其稳定，薪资回报高，准入门槛高,"Canada United Nations Staff: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-MX-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,北美,墨西哥,MX,country,general,硕士/博士,27-35,global,7.7,8.3,4.7,7.6,2.5,1.4,3.4,3.0,7.1,5.3,7.1,7.5,7.0,5.1,5.4,6.6,4.8,1.8,6.7,8.4,4.1,5.4,4.7,8.4,1.4,7.6,5.5,8.2,1.5,8.1,1.9,1.1,9.5,8.0,0,0,→,2032-2038,5.38,墨西哥联合国职员：准入门槛高，职业成就感高,"Mexico United Nations Staff: high entry barrier, high job fulfillment",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-BR-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,南美,巴西,BR,country,general,硕士/博士,27-35,global,7.8,8.3,5.0,8.3,2.6,1.9,3.5,3.7,7.9,6.2,7.8,7.4,7.0,5.3,5.6,6.5,4.8,1.6,7.3,9.3,4.5,5.3,4.9,8.6,1.3,7.7,5.7,8.3,1.2,9.1,2.1,0.8,8.8,8.1,0,1,→,2032-2038,5.62,巴西联合国职员：就业稳定，薪资回报高，准入门槛高,"Brazil United Nations Staff: stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-AR-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,南美,阿根廷,AR,country,general,硕士/博士,27-35,global,7.5,8.5,4.8,7.6,3.0,2.2,2.8,3.2,7.3,5.5,7.1,7.5,6.6,5.5,5.6,6.6,4.6,1.7,7.0,8.3,4.1,5.1,4.9,8.4,1.6,7.4,5.2,8.6,1.4,8.3,2.3,0.9,9.1,8.1,-1,1,→,2032-2038,5.41,阿根廷联合国职员：准入门槛高，AI替代抗性强，职业成就感高,"Argentina United Nations Staff: high entry barrier, strong AI resistance, high job fulfillment",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-CL-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,南美,智利,CL,country,general,硕士/博士,27-35,global,7.6,8.3,4.3,8.4,2.4,0.9,3.4,3.4,7.8,6.2,8.6,7.5,6.9,5.3,5.5,6.6,5.2,1.2,7.0,8.5,4.2,5.8,4.7,8.7,1.9,7.3,5.2,8.3,1.7,8.2,1.8,1.3,9.4,8.0,0,0,→,2032-2038,5.62,智利联合国职员：就业极其稳定，薪资回报高，准入门槛高,"Chile United Nations Staff: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-CO-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,南美,哥伦比亚,CO,country,general,硕士/博士,27-35,global,7.2,8.2,4.7,7.6,2.3,2.0,3.1,3.4,6.9,5.6,7.7,7.3,7.1,5.4,5.1,6.3,5.1,1.6,6.9,8.8,4.2,5.2,5.0,8.2,1.3,7.5,5.3,8.3,1.6,8.5,2.1,0.7,9.2,7.9,0,0,→,2032-2038,5.43,哥伦比亚联合国职员：就业稳定，准入门槛高，职业成就感高,"Colombia United Nations Staff: stable employment, high entry barrier, high job fulfillment",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-AU-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,大洋洲,澳大利亚,AU,country,general,硕士/博士,27-35,global,7.7,8.8,4.5,8.2,2.5,1.3,3.1,3.1,9.1,6.6,9.2,7.8,7.4,6.0,5.9,6.8,5.1,1.1,7.4,9.2,4.6,5.9,5.7,9.1,1.8,8.6,5.5,8.3,1.5,8.7,1.8,1.0,9.8,8.2,0,0,→,2032-2038,5.88,澳大利亚联合国职员：就业极其稳定，薪资回报高，准入门槛高,"Australia United Nations Staff: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-NZ-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,大洋洲,新西兰,NZ,country,general,硕士/博士,27-35,global,7.5,8.7,4.3,8.7,2.1,1.2,3.1,3.5,8.9,6.4,9.4,7.7,7.7,6.5,6.2,6.6,5.3,1.2,7.4,9.3,4.5,6.1,6.0,8.7,1.9,8.8,5.8,8.4,1.7,8.6,1.8,1.5,10.0,7.9,0,0,→,2032-2038,5.95,新西兰联合国职员：就业极其稳定，薪资回报高，准入门槛高,"New Zealand United Nations Staff: extremely stable employment, high compensation, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-ZA-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,非洲,南非,ZA,country,general,硕士/博士,27-35,global,7.5,8.1,4.3,8.0,2.7,1.5,3.5,3.1,7.8,6.1,7.3,7.4,7.1,5.6,5.2,6.5,4.9,1.5,6.7,8.6,4.2,5.2,4.7,8.2,1.7,7.5,5.1,8.3,1.8,8.3,2.2,0.8,9.1,7.9,0,0,→,2032-2038,5.47,南非联合国职员：薪资回报高，准入门槛高，职业成就感高,"South Africa United Nations Staff: high compensation, high entry barrier, high job fulfillment",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-NG-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,非洲,尼日利亚,NG,country,general,硕士/博士,27-35,global,7.1,8.0,4.3,7.9,3.0,1.7,3.1,3.0,6.9,5.1,6.9,7.3,6.9,5.1,5.0,6.3,4.6,1.7,6.6,8.7,4.3,4.9,4.2,8.0,1.6,6.6,5.5,8.4,1.5,7.9,2.2,1.0,9.2,8.2,-1,0,→,2032-2038,5.29,尼日利亚联合国职员：职业成就感高,Nigeria United Nations Staff: high job fulfillment,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-KE-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,非洲,肯尼亚,KE,country,general,硕士/博士,27-35,global,7.5,8.0,4.5,7.7,2.5,2.0,3.2,3.4,7.2,5.6,7.0,7.3,6.7,5.4,5.1,6.7,5.1,1.9,6.8,8.7,4.6,5.3,4.4,8.3,1.4,7.2,5.1,8.2,1.5,8.3,2.3,0.8,9.3,7.8,-1,0,→,2032-2038,5.39,肯尼亚联合国职员：准入门槛高，职业成就感高,"Kenya United Nations Staff: high entry barrier, high job fulfillment",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0501-EG-general,公共管理与公务员,GOV,国际组织,联合国职员,United Nations Staff,2422,11-1031.00,非洲,埃及,EG,country,general,硕士/博士,27-35,global,7.1,8.3,4.7,8.1,3.2,2.5,3.3,3.3,7.1,5.5,7.4,7.4,6.8,5.4,5.3,6.5,4.9,1.6,6.9,9.0,4.6,5.0,4.6,8.1,1.3,6.5,5.4,8.7,1.4,8.1,2.1,1.2,9.3,8.0,0,1,→,2032-2038,5.49,埃及联合国职员：准入门槛高，职业成就感高,"Egypt United Nations Staff: high entry barrier, high job fulfillment",AI综合评估 + O*NET/ILO/OECD锚点校准
